text,label
"print(f""❌ Missing: {file_path}"")
        else:
            print(f""✅ Found: {file_path}"")",human
"if missing_files:
        print(f""\n⚠️  Warning: {len(missing_files)} required files are missing"")
        print(""Run the following commands to generate them:"")",human
"print(""Run the following commands to generate them:"")
        print(""  python workflow_db.py --index --force"")
        print(""  python create_categories.py"")
        print(""  python scripts/generate_search_index.py"")",human
"print(""  python scripts/generate_search_index.py"")
        return False
    print(""\n✅ All required files present for GitHub Pages deployment"")",human
"print(""\n✅ All required files present for GitHub Pages deployment"")
    return True
def fix_base_url_references():",human
"def fix_base_url_references():
    """"""Fix any hardcoded URLs to use relative paths for GitHub Pages.""""""",human
"index_file = Path('docs/index.html')
    if index_file.exists():
        with open(index_file, 'r', encoding='utf-8') as f:",human
"with open(index_file, 'r', encoding='utf-8') as f:
            content = f.read()",human
"replacements = [
            ('href=""/css/', 'href=""css/'),
            ('src=""/js/', 'src=""js/'),",human
"('src=""/js/', 'src=""js/'),
            ('href=""/api/', 'href=""api/'),
            ('fetch(""/api/', 'fetch(""api/'),
            (""fetch('/api/"", ""fetch('api/""),",human
"(""fetch('/api/"", ""fetch('api/""),
        ]
        for old, new in replacements:",human
"for old, new in replacements:
            content = content.replace(old, new)
        with open(index_file, 'w', encoding='utf-8') as f:",human
"js_files = ['docs/js/app.js', 'docs/js/search.js']
    for js_file in js_files:",human
"for js_file in js_files:
        js_path = Path(js_file)
        if js_path.exists():
            with open(js_path, 'r', encoding='utf-8') as f:",human
"with open(js_path, 'r', encoding='utf-8') as f:
                content = f.read()",human
"content = content.replace(""fetch('/api/"", ""fetch('api/"")
            content = content.replace('fetch(""/api/', 'fetch(""api/')
            content = content.replace(""'/api/"", ""'api/"")",human
"content = content.replace(""'/api/"", ""'api/"")
            content = content.replace('""/api/', '""api/')
            with open(js_path, 'w', encoding='utf-8') as f:",human
"with open(js_path, 'w', encoding='utf-8') as f:
                f.write(content)
            print(f""✅ Fixed URL references in {js_file}"")",human
"def main():
    """"""Main function to update GitHub Pages deployment.""""""",human
"print(""\n📅 Updating timestamps..."")
    update_html_timestamp('docs/index.html')",human
"update_html_timestamp('docs/index.html')
    update_api_timestamp('docs/api')",human
"fix_base_url_references()
    print(""\n✔️  Verifying deployment structure..."")",human
"print(""\n✔️  Verifying deployment structure..."")
    if verify_github_pages_structure():
        print(""\n✨ GitHub Pages setup complete!"")
        print(""\nDeployment will be available at:"")",human
"print(""\nDeployment will be available at:"")
        print(""   https://zie619.github.io/n8n-workflows/"")
        print(""\nNote: It may take a few minutes for changes to appear after pushing to GitHub."")
    else:",human
"else:
        print(""\n⚠️  Some files are missing. Please generate them first."")
if __name__ == ""__main__"":",human
"def get_current_stats():
    """"""Get current workflow statistics from the database.""""""
    db_path = ""database/workflows.db""

    if not os.path.exists(db_path):
        print(""Database not found. Run workflow indexing first."")
        return None

    db = WorkflowDatabase(db_path)
    stats = db.get_stats()

    # Get categories count
    categories = db.get_service_categories()

    return {
        'total_workflows': stats['total'],
        'active_workflows': stats['active'],
        'inactive_workflows': stats['inactive'],
        'total_nodes': stats['total_nodes'],
        'unique_integrations': stats['unique_integrations'],
        'categories_count': len(get_category_list(categories)),
        'triggers': stats['triggers'],
        'complexity': stats['complexity'],
        'last_updated': datetime.now().strftime('%Y-%m-%d')
    }",human
"def get_category_list(categories):
    """"""Get formatted list of all categories (same logic as search index).""""""
    formatted_categories = set()

    # Map technical categories to display names
    category_mapping = {
        'messaging': 'Communication & Messaging',
        'email': 'Communication & Messaging',
        'cloud_storage': 'Cloud Storage & File Management',
        'database': 'Data Processing & Analysis',
        'project_management': 'Project Management',
        'ai_ml': 'AI Agent Development',
        'social_media': 'Social Media Management',
        'ecommerce': 'E-commerce & Retail',
        'analytics': 'Data Processing & Analysis',
        'calendar_tasks': 'Project Management',
        'forms': 'Data Processing & Analysis',
        'development': 'Technical Infrastructure & DevOps'
    }

    for category_key in categories.keys():
        display_name = category_mapping.get(category_key, category_key.replace('_', ' ').title())
        formatted_categories.add(display_name)

    # Add categories from the create_categories.py system
    additional_categories = [
        ""Business Process Automation"",
        ""Web Scraping & Data Extraction"",
        ""Marketing & Advertising Automation"",
        ""Creative Content & Video Automation"",
        ""Creative Design Automation"",
        ""CRM & Sales"",
        ""Financial & Accounting""
    ]

    for cat in additional_categories:
        formatted_categories.add(cat)

    return sorted(list(formatted_categories))",human
"def update_readme_stats(stats):
    """"""Update README.md with current statistics.""""""
    readme_path = ""README.md""

    if not os.path.exists(readme_path):
        print(""README.md not found"")
        return False

    with open(readme_path, 'r', encoding='utf-8') as f:
        content = f.read()

    # Define replacement patterns and their new values
    replacements = [
        # Main collection description
        (r'A professionally organized collection of \*\*[\d,]+\s+n8n workflows\*\*',
         f'A professionally organized collection of **{stats[""total_workflows""]:,} n8n workflows**'),

        # Total workflows in various contexts
        (r'- \*\*[\d,]+\s+workflows\*\* with meaningful',
         f'- **{stats[""total_workflows""]:,} workflows** with meaningful'),

        # Statistics section
        (r'- \*\*Total Workflows\*\*: [\d,]+',
         f'- **Total Workflows**: {stats[""total_workflows""]:,}'),

        (r'- \*\*Active Workflows\*\*: [\d,]+ \([\d.]+%',
         f'- **Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}%'),

        (r'- \*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'- **Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),

        (r'- \*\*Unique Integrations\*\*: [\d,]+ different',
         f'- **Unique Integrations**: {stats[""unique_integrations""]:,} different'),

        # Update complexity/trigger distribution
        (r'- \*\*Complex\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Complex**: {stats[""triggers""].get(""Complex"", 0):,} workflows ({(stats[""triggers""].get(""Complex"", 0)/stats[""total_workflows""]*100):.1f}%)'),

        (r'- \*\*Webhook\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Webhook**: {stats[""triggers""].get(""Webhook"", 0):,} workflows ({(stats[""triggers""].get(""Webhook"", 0)/stats[""total_workflows""]*100):.1f}%)'),

        (r'- \*\*Manual\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Manual**: {stats[""triggers""].get(""Manual"", 0):,} workflows ({(stats[""triggers""].get(""Manual"", 0)/stats[""total_workflows""]*100):.1f}%)'),

        (r'- \*\*Scheduled\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Scheduled**: {stats[""triggers""].get(""Scheduled"", 0):,} workflows ({(stats[""triggers""].get(""Scheduled"", 0)/stats[""total_workflows""]*100):.1f}%)'),

        # Update total in current collection stats
        (r'\*\*Total Workflows\*\*: [\d,]+ automation',
         f'**Total Workflows**: {stats[""total_workflows""]:,} automation'),

        (r'\*\*Active Workflows\*\*: [\d,]+ \([\d.]+% active',
         f'**Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}% active'),

        (r'\*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'**Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),

        (r'\*\*Unique Integrations\*\*: [\d,]+ different',
         f'**Unique Integrations**: {stats[""unique_integrations""]:,} different'),

        # Categories count
        (r'Our system automatically categorizes workflows into [\d]+ service categories',
         f'Our system automatically categorizes workflows into {stats[""categories_count""]} service categories'),

        # Update any ""2000+"" references
        (r'2000\+', f'{stats[""total_workflows""]:,}+'),
        (r'2,000\+', f'{stats[""total_workflows""]:,}+'),

        # Search across X workflows
        (r'Search across [\d,]+ workflows', f'Search across {stats[""total_workflows""]:,} workflows'),

        # Instant search across X workflows
        (r'Instant search across [\d,]+ workflows', f'Instant search across {stats[""total_workflows""]:,} workflows'),
    ]

    # Apply all replacements
    updated_content = content
    replacements_made = 0

    for pattern, replacement in replacements:
        old_content = updated_content
        updated_content = re.sub(pattern, replacement, updated_content)
        if updated_content != old_content:
            replacements_made += 1

    # Write back to file
    with open(readme_path, 'w', encoding='utf-8') as f:
        f.write(updated_content)

    print(f""README.md updated with current statistics:"")
    print(f""  - Total workflows: {stats['total_workflows']:,}"")
    print(f""  - Active workflows: {stats['active_workflows']:,}"")
    print(f""  - Total nodes: {stats['total_nodes']:,}"")
    print(f""  - Unique integrations: {stats['unique_integrations']:,}"")
    print(f""  - Categories: {stats['categories_count']}"")
    print(f""  - Replacements made: {replacements_made}"")

    return True",human
"def main():
    """"""Main function to update README statistics.""""""
    try:
        print(""Getting current workflow statistics..."")
        stats = get_current_stats()

        if not stats:
            print(""Failed to get statistics"")
            sys.exit(1)

        print(""Updating README.md..."")
        success = update_readme_stats(stats)

        if success:
            print(""README.md successfully updated with latest statistics!"")
        else:
            print(""Failed to update README.md"")
            sys.exit(1)

    except Exception as e:
        print(f""Error updating README stats: {e}"")
        sys.exit(1)",human
"""""""
Update README.md with current workflow statistics
Replaces hardcoded numbers with live data from the database.
""""""

import json
import os
import re
import sys
from pathlib import Path
from datetime import datetime

# Add the parent directory to path for imports
sys.path.append(str(Path(__file__).parent.parent))

from workflow_db import WorkflowDatabase",human
"""""""
Update README.md with current workflow statistics
Replaces hardcoded numbers with live data from the database.
""""""",human
"Replaces hardcoded numbers with live data from the database.
""""""
import json
import os",human
"import json
import os
import re
import sys
from pathlib import Path",human
"import sys
from pathlib import Path
from datetime import datetime",human
"from workflow_db import WorkflowDatabase
def get_current_stats():",human
"def get_current_stats():
    """"""Get current workflow statistics from the database.""""""
    db_path = ""database/workflows.db""",human
"db_path = ""database/workflows.db""
    if not os.path.exists(db_path):
        print(""Database not found. Run workflow indexing first."")
        return None",human
"print(""Database not found. Run workflow indexing first."")
        return None
    db = WorkflowDatabase(db_path)
    stats = db.get_stats()",human
"db = WorkflowDatabase(db_path)
    stats = db.get_stats()
    categories = db.get_service_categories()",human
"categories = db.get_service_categories()
    return {
        'total_workflows': stats['total'],",human
"return {
        'total_workflows': stats['total'],
        'active_workflows': stats['active'],
        'inactive_workflows': stats['inactive'],
        'total_nodes': stats['total_nodes'],",human
"'inactive_workflows': stats['inactive'],
        'total_nodes': stats['total_nodes'],
        'unique_integrations': stats['unique_integrations'],
        'categories_count': len(get_category_list(categories)),
        'triggers': stats['triggers'],",human
"'categories_count': len(get_category_list(categories)),
        'triggers': stats['triggers'],
        'complexity': stats['complexity'],
        'last_updated': datetime.now().strftime('%Y-%m-%d')
    }",human
"'last_updated': datetime.now().strftime('%Y-%m-%d')
    }
def get_category_list(categories):",human
"def get_category_list(categories):
    """"""Get formatted list of all categories (same logic as search index).""""""
    formatted_categories = set()",human
"formatted_categories = set()
    category_mapping = {
        'messaging': 'Communication & Messaging',",human
"category_mapping = {
        'messaging': 'Communication & Messaging',
        'email': 'Communication & Messaging',
        'cloud_storage': 'Cloud Storage & File Management',
        'database': 'Data Processing & Analysis',",human
"'cloud_storage': 'Cloud Storage & File Management',
        'database': 'Data Processing & Analysis',
        'project_management': 'Project Management',
        'ai_ml': 'AI Agent Development',
        'social_media': 'Social Media Management',",human
"'ai_ml': 'AI Agent Development',
        'social_media': 'Social Media Management',
        'ecommerce': 'E-commerce & Retail',
        'analytics': 'Data Processing & Analysis',
        'calendar_tasks': 'Project Management',",human
"'analytics': 'Data Processing & Analysis',
        'calendar_tasks': 'Project Management',
        'forms': 'Data Processing & Analysis',
        'development': 'Technical Infrastructure & DevOps'
    }",human
"'development': 'Technical Infrastructure & DevOps'
    }
    for category_key in categories.keys():
        display_name = category_mapping.get(category_key, category_key.replace('_', ' ').title())",human
"for category_key in categories.keys():
        display_name = category_mapping.get(category_key, category_key.replace('_', ' ').title())
        formatted_categories.add(display_name)",human
"""Business Process Automation"",
        ""Web Scraping & Data Extraction"",
        ""Marketing & Advertising Automation"",
        ""Creative Content & Video Automation"",
        ""Creative Design Automation"",",human
"""Creative Content & Video Automation"",
        ""Creative Design Automation"",
        ""CRM & Sales"",
        ""Financial & Accounting""
    ]",human
"""Financial & Accounting""
    ]
    for cat in additional_categories:
        formatted_categories.add(cat)",human
"for cat in additional_categories:
        formatted_categories.add(cat)
    return sorted(list(formatted_categories))",human
"return sorted(list(formatted_categories))
def update_readme_stats(stats):
    """"""Update README.md with current statistics.""""""",human
"def update_readme_stats(stats):
    """"""Update README.md with current statistics.""""""
    readme_path = ""README.md""
    if not os.path.exists(readme_path):",human
"if not os.path.exists(readme_path):
        print(""README.md not found"")
        return False",human
"return False
    with open(readme_path, 'r', encoding='utf-8') as f:
        content = f.read()",human
"content = f.read()
    replacements = [",human
"replacements = [
        (r'A professionally organized collection of \*\*[\d,]+\s+n8n workflows\*\*',
         f'A professionally organized collection of **{stats[""total_workflows""]:,} n8n workflows**'),",human
"f'A professionally organized collection of **{stats[""total_workflows""]:,} n8n workflows**'),
        (r'- \*\*[\d,]+\s+workflows\*\* with meaningful',
         f'- **{stats[""total_workflows""]:,} workflows** with meaningful'),",human
"(r'- \*\*[\d,]+\s+workflows\*\* with meaningful',
         f'- **{stats[""total_workflows""]:,} workflows** with meaningful'),
        (r'- \*\*Total Workflows\*\*: [\d,]+',",human
"(r'- \*\*Total Workflows\*\*: [\d,]+',
         f'- **Total Workflows**: {stats[""total_workflows""]:,}'),
        (r'- \*\*Active Workflows\*\*: [\d,]+ \([\d.]+%',",human
"(r'- \*\*Active Workflows\*\*: [\d,]+ \([\d.]+%',
         f'- **Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}%'),
        (r'- \*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',",human
"(r'- \*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'- **Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),
        (r'- \*\*Unique Integrations\*\*: [\d,]+ different',",human
"(r'- \*\*Unique Integrations\*\*: [\d,]+ different',
         f'- **Unique Integrations**: {stats[""unique_integrations""]:,} different'),",human
"(r'- \*\*Complex\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Complex**: {stats[""triggers""].get(""Complex"", 0):,} workflows ({(stats[""triggers""].get(""Complex"", 0)/stats[""total_workflows""]*100):.1f}%)'),",human
"f'- **Complex**: {stats[""triggers""].get(""Complex"", 0):,} workflows ({(stats[""triggers""].get(""Complex"", 0)/stats[""total_workflows""]*100):.1f}%)'),
        (r'- \*\*Webhook\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Webhook**: {stats[""triggers""].get(""Webhook"", 0):,} workflows ({(stats[""triggers""].get(""Webhook"", 0)/stats[""total_workflows""]*100):.1f}%)'),",human
"f'- **Webhook**: {stats[""triggers""].get(""Webhook"", 0):,} workflows ({(stats[""triggers""].get(""Webhook"", 0)/stats[""total_workflows""]*100):.1f}%)'),
        (r'- \*\*Manual\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Manual**: {stats[""triggers""].get(""Manual"", 0):,} workflows ({(stats[""triggers""].get(""Manual"", 0)/stats[""total_workflows""]*100):.1f}%)'),",human
"f'- **Manual**: {stats[""triggers""].get(""Manual"", 0):,} workflows ({(stats[""triggers""].get(""Manual"", 0)/stats[""total_workflows""]*100):.1f}%)'),
        (r'- \*\*Scheduled\*\*: [\d,]+ workflows \([\d.]+%\)',
         f'- **Scheduled**: {stats[""triggers""].get(""Scheduled"", 0):,} workflows ({(stats[""triggers""].get(""Scheduled"", 0)/stats[""total_workflows""]*100):.1f}%)'),",human
"f'- **Scheduled**: {stats[""triggers""].get(""Scheduled"", 0):,} workflows ({(stats[""triggers""].get(""Scheduled"", 0)/stats[""total_workflows""]*100):.1f}%)'),
        (r'\*\*Total Workflows\*\*: [\d,]+ automation',
         f'**Total Workflows**: {stats[""total_workflows""]:,} automation'),",human
"(r'\*\*Total Workflows\*\*: [\d,]+ automation',
         f'**Total Workflows**: {stats[""total_workflows""]:,} automation'),
        (r'\*\*Active Workflows\*\*: [\d,]+ \([\d.]+% active',
         f'**Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}% active'),",human
"(r'\*\*Active Workflows\*\*: [\d,]+ \([\d.]+% active',
         f'**Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}% active'),
        (r'\*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'**Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),",human
"(r'\*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'**Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),
        (r'\*\*Unique Integrations\*\*: [\d,]+ different',
         f'**Unique Integrations**: {stats[""unique_integrations""]:,} different'),",human
"(r'\*\*Unique Integrations\*\*: [\d,]+ different',
         f'**Unique Integrations**: {stats[""unique_integrations""]:,} different'),
        (r'Our system automatically categorizes workflows into [\d]+ service categories',",human
"(r'Our system automatically categorizes workflows into [\d]+ service categories',
         f'Our system automatically categorizes workflows into {stats[""categories_count""]} service categories'),",human
"(r'2000\+', f'{stats[""total_workflows""]:,}+'),
        (r'2,000\+', f'{stats[""total_workflows""]:,}+'),",human
"(r'2,000\+', f'{stats[""total_workflows""]:,}+'),
        (r'Search across [\d,]+ workflows', f'Search across {stats[""total_workflows""]:,} workflows'),",human
"(r'Search across [\d,]+ workflows', f'Search across {stats[""total_workflows""]:,} workflows'),
        (r'Instant search across [\d,]+ workflows', f'Instant search across {stats[""total_workflows""]:,} workflows'),
    ]",human
"(r'Instant search across [\d,]+ workflows', f'Instant search across {stats[""total_workflows""]:,} workflows'),
    ]
    updated_content = content",human
"updated_content = content
    replacements_made = 0
    for pattern, replacement in replacements:",human
"for pattern, replacement in replacements:
        old_content = updated_content
        updated_content = re.sub(pattern, replacement, updated_content)
        if updated_content != old_content:",human
"updated_content = re.sub(pattern, replacement, updated_content)
        if updated_content != old_content:
            replacements_made += 1",human
"with open(readme_path, 'w', encoding='utf-8') as f:
        f.write(updated_content)",human
"f.write(updated_content)
    print(f""README.md updated with current statistics:"")
    print(f""  - Total workflows: {stats['total_workflows']:,}"")
    print(f""  - Active workflows: {stats['active_workflows']:,}"")",human
"print(f""  - Total workflows: {stats['total_workflows']:,}"")
    print(f""  - Active workflows: {stats['active_workflows']:,}"")
    print(f""  - Total nodes: {stats['total_nodes']:,}"")
    print(f""  - Unique integrations: {stats['unique_integrations']:,}"")
    print(f""  - Categories: {stats['categories_count']}"")",human
"print(f""  - Unique integrations: {stats['unique_integrations']:,}"")
    print(f""  - Categories: {stats['categories_count']}"")
    print(f""  - Replacements made: {replacements_made}"")
    return True",human
"def main():
    """"""Main function to update README statistics.""""""
    try:
        print(""Getting current workflow statistics..."")",human
"try:
        print(""Getting current workflow statistics..."")
        stats = get_current_stats()
        if not stats:",human
"if not stats:
            print(""Failed to get statistics"")
            sys.exit(1)",human
"sys.exit(1)
        print(""Updating README.md..."")
        success = update_readme_stats(stats)",human
"success = update_readme_stats(stats)
        if success:
            print(""README.md successfully updated with latest statistics!"")
        else:",human
"print(""README.md successfully updated with latest statistics!"")
        else:
            print(""Failed to update README.md"")
            sys.exit(1)",human
"sys.exit(1)
    except Exception as e:
        print(f""Error updating README stats: {e}"")
        sys.exit(1)",human
"print(f""Error updating README stats: {e}"")
        sys.exit(1)
if __name__ == ""__main__"":",human
"""""""
Update README.md with current workflow statistics
Replaces hardcoded numbers with live data from the database.",human
"Replaces hardcoded numbers with live data from the database.
""""""
import json",human
"import json
import os
import re
import sys",human
sys.path.append(str(Path(__file__).parent.parent)),human
from workflow_db import WorkflowDatabase,human
"db_path = ""database/workflows.db""
    if not os.path.exists(db_path):
        print(""Database not found. Run workflow indexing first."")",human
"print(""Database not found. Run workflow indexing first."")
        return None
    db = WorkflowDatabase(db_path)",human
"db = WorkflowDatabase(db_path)
    stats = db.get_stats()",human
"categories = db.get_service_categories()
    return {",human
"return {
        'total_workflows': stats['total'],
        'active_workflows': stats['active'],
        'inactive_workflows': stats['inactive'],",human
"'inactive_workflows': stats['inactive'],
        'total_nodes': stats['total_nodes'],
        'unique_integrations': stats['unique_integrations'],
        'categories_count': len(get_category_list(categories)),",human
"'categories_count': len(get_category_list(categories)),
        'triggers': stats['triggers'],
        'complexity': stats['complexity'],
        'last_updated': datetime.now().strftime('%Y-%m-%d')",human
"'last_updated': datetime.now().strftime('%Y-%m-%d')
    }",human
"formatted_categories = set()
    category_mapping = {",human
"category_mapping = {
        'messaging': 'Communication & Messaging',
        'email': 'Communication & Messaging',
        'cloud_storage': 'Cloud Storage & File Management',",human
"'cloud_storage': 'Cloud Storage & File Management',
        'database': 'Data Processing & Analysis',
        'project_management': 'Project Management',
        'ai_ml': 'AI Agent Development',",human
"'ai_ml': 'AI Agent Development',
        'social_media': 'Social Media Management',
        'ecommerce': 'E-commerce & Retail',
        'analytics': 'Data Processing & Analysis',",human
"'analytics': 'Data Processing & Analysis',
        'calendar_tasks': 'Project Management',
        'forms': 'Data Processing & Analysis',
        'development': 'Technical Infrastructure & DevOps'",human
"'development': 'Technical Infrastructure & DevOps'
    }
    for category_key in categories.keys():",human
"additional_categories = [
        ""Business Process Automation"",",human
"""Business Process Automation"",
        ""Web Scraping & Data Extraction"",
        ""Marketing & Advertising Automation"",
        ""Creative Content & Video Automation"",",human
"""Creative Content & Video Automation"",
        ""Creative Design Automation"",
        ""CRM & Sales"",
        ""Financial & Accounting""",human
"""Financial & Accounting""
    ]
    for cat in additional_categories:",human
"return sorted(list(formatted_categories))
def update_readme_stats(stats):",human
"def update_readme_stats(stats):
    """"""Update README.md with current statistics.""""""
    readme_path = ""README.md""",human
"f'A professionally organized collection of **{stats[""total_workflows""]:,} n8n workflows**'),
        (r'- \*\*[\d,]+\s+workflows\*\* with meaningful',",human
"(r'- \*\*[\d,]+\s+workflows\*\* with meaningful',
         f'- **{stats[""total_workflows""]:,} workflows** with meaningful'),",human
"(r'- \*\*Total Workflows\*\*: [\d,]+',
         f'- **Total Workflows**: {stats[""total_workflows""]:,}'),",human
"(r'- \*\*Active Workflows\*\*: [\d,]+ \([\d.]+%',
         f'- **Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}%'),",human
"(r'- \*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'- **Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),",human
"f'- **Scheduled**: {stats[""triggers""].get(""Scheduled"", 0):,} workflows ({(stats[""triggers""].get(""Scheduled"", 0)/stats[""total_workflows""]*100):.1f}%)'),
        (r'\*\*Total Workflows\*\*: [\d,]+ automation',",human
"(r'\*\*Total Workflows\*\*: [\d,]+ automation',
         f'**Total Workflows**: {stats[""total_workflows""]:,} automation'),
        (r'\*\*Active Workflows\*\*: [\d,]+ \([\d.]+% active',",human
"(r'\*\*Active Workflows\*\*: [\d,]+ \([\d.]+% active',
         f'**Active Workflows**: {stats[""active_workflows""]:,} ({(stats[""active_workflows""]/stats[""total_workflows""]*100):.1f}% active'),
        (r'\*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',",human
"(r'\*\*Total Nodes\*\*: [\d,]+ \(avg [\d.]+ nodes',
         f'**Total Nodes**: {stats[""total_nodes""]:,} (avg {(stats[""total_nodes""]/stats[""total_workflows""]):.1f} nodes'),
        (r'\*\*Unique Integrations\*\*: [\d,]+ different',",human
"(r'\*\*Unique Integrations\*\*: [\d,]+ different',
         f'**Unique Integrations**: {stats[""unique_integrations""]:,} different'),",human
"(r'Search across [\d,]+ workflows', f'Search across {stats[""total_workflows""]:,} workflows'),
        (r'Instant search across [\d,]+ workflows', f'Instant search across {stats[""total_workflows""]:,} workflows'),",human
"(r'Instant search across [\d,]+ workflows', f'Instant search across {stats[""total_workflows""]:,} workflows'),
    ]",human
"updated_content = content
    replacements_made = 0",human
"for pattern, replacement in replacements:
        old_content = updated_content
        updated_content = re.sub(pattern, replacement, updated_content)",human
"f.write(updated_content)
    print(f""README.md updated with current statistics:"")
    print(f""  - Total workflows: {stats['total_workflows']:,}"")",human
"print(f""  - Total workflows: {stats['total_workflows']:,}"")
    print(f""  - Active workflows: {stats['active_workflows']:,}"")
    print(f""  - Total nodes: {stats['total_nodes']:,}"")
    print(f""  - Unique integrations: {stats['unique_integrations']:,}"")",human
"print(f""  - Unique integrations: {stats['unique_integrations']:,}"")
    print(f""  - Categories: {stats['categories_count']}"")
    print(f""  - Replacements made: {replacements_made}"")",human
"def main():
    """"""Main function to update README statistics.""""""
    try:",human
"try:
        print(""Getting current workflow statistics..."")
        stats = get_current_stats()",human
"success = update_readme_stats(stats)
        if success:
            print(""README.md successfully updated with latest statistics!"")",human
"sys.exit(1)
    except Exception as e:
        print(f""Error updating README stats: {e}"")",human
"print(f""Error updating README stats: {e}"")
        sys.exit(1)",human
"import os

try:
    from .build_directory_md import good_file_paths
except ImportError:
    from build_directory_md import good_file_paths  # type: ignore[no-redef]

filepaths = list(good_file_paths())
assert filepaths, ""good_file_paths() failed!""

if upper_files := [file for file in filepaths if file != file.lower()]:
    print(f""{len(upper_files)} files contain uppercase characters:"")
    print(""\n"".join(upper_files) + ""\n"")

if space_files := [file for file in filepaths if "" "" in file]:
    print(f""{len(space_files)} files contain space characters:"")",human
"print(""\n"".join(space_files) + ""\n"")

if hyphen_files := [
    file for file in filepaths if ""-"" in file and ""/site-packages/"" not in file
]:
    print(f""{len(hyphen_files)} files contain hyphen characters:"")
    print(""\n"".join(hyphen_files) + ""\n"")

if nodir_files := [file for file in filepaths if os.sep not in file]:
    print(f""{len(nodir_files)} files are not in a directory:"")
    print(""\n"".join(nodir_files) + ""\n"")

if bad_files := len(upper_files + space_files + hyphen_files + nodir_files):
    import sys

    sys.exit(bad_files)",human
"try:
    from .build_directory_md import good_file_paths
except ImportError:
    from build_directory_md import good_file_paths  # type: ignore[no-redef]",human
"except ImportError:
    from build_directory_md import good_file_paths  # type: ignore[no-redef]
filepaths = list(good_file_paths())
assert filepaths, ""good_file_paths() failed!""",human
"filepaths = list(good_file_paths())
assert filepaths, ""good_file_paths() failed!""
if upper_files := [file for file in filepaths if file != file.lower()]:
    print(f""{len(upper_files)} files contain uppercase characters:"")",human
"if upper_files := [file for file in filepaths if file != file.lower()]:
    print(f""{len(upper_files)} files contain uppercase characters:"")
    print(""\n"".join(upper_files) + ""\n"")
if space_files := [file for file in filepaths if "" "" in file]:",human
"if space_files := [file for file in filepaths if "" "" in file]:
    print(f""{len(space_files)} files contain space characters:"")
    print(""\n"".join(space_files) + ""\n"")",human
"print(""\n"".join(space_files) + ""\n"")
if hyphen_files := [
    file for file in filepaths if ""-"" in file and ""/site-packages/"" not in file
]:",human
"file for file in filepaths if ""-"" in file and ""/site-packages/"" not in file
]:
    print(f""{len(hyphen_files)} files contain hyphen characters:"")
    print(""\n"".join(hyphen_files) + ""\n"")",human
"print(""\n"".join(hyphen_files) + ""\n"")
if nodir_files := [file for file in filepaths if os.sep not in file]:
    print(f""{len(nodir_files)} files are not in a directory:"")
    print(""\n"".join(nodir_files) + ""\n"")",human
"print(f""{len(nodir_files)} files are not in a directory:"")
    print(""\n"".join(nodir_files) + ""\n"")
if bad_files := len(upper_files + space_files + hyphen_files + nodir_files):
    import sys",human
"if bad_files := len(upper_files + space_files + hyphen_files + nodir_files):
    import sys
    sys.exit(bad_files)",human
